name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_acronyms,ghs_hazard,confidence,source,source_url
Methyl Isobutyl Carbinol,108-11-2,,,15.4,3.3,12.3,,,,alcohol,Organooxygen compounds,Alcohols and polyols,methyl isobutyl carbinol,Methyl Isobutyl Carbinol,,,0.7,hsp_solvents_2,
Methyl Isobutyl Ketone (MIBK),108-10-1,,,15.3,6.1,4.1,,,,ketone,Organooxygen compounds,Carbonyl compounds,methyl isobutyl ketone (mibk),Methyl Isobutyl Ketone (MIBK),MIBK,,0.7,hsp_solvents_2,
Methyl Isocyanate,624-83-9,,,15.6,11.5,2.5,,,,amide,Organonitrogen compounds,Isocyanates,methyl isocyanate,Methyl Isocyanate,,,0.7,hsp_solvents_2,
Methyl Isopropenyl Ketone,814-78-8,,,15.9,12.1,4.5,,,,ketone,Organooxygen compounds,Carbonyl compounds,methyl isopropenyl ketone,Methyl Isopropenyl Ketone,,,0.7,hsp_solvents_2,
Methyl Isothiocyanate,556-61-6,,,17.3,16.2,10.1,,,,sulfur compound,Isothiocyanates,,methyl isothiocyanate,Methyl Isothiocyanate,,,0.7,hsp_solvents_2,
Methyl Mercaptan,74-93-1,,,16.6,7.7,8.6,,,,sulfur compound,Thiols,Alkylthiols,methyl mercaptan,Methyl Mercaptan,,,0.7,hsp_solvents_2,
Methyl Methacrylate,80-62-6,,,15.8,6.5,5.4,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,methyl methacrylate,Methyl Methacrylate,,,0.7,hsp_solvents_2,
Methyl n-Amyl Ketone,110-43-0,,,16.2,5.7,4.1,,,,ketone,,,methyl n-amyl ketone,Methyl n-Amyl Ketone,,,0.7,hsp_solvents_2,
Methyl n-Propyl Ketone,107-87-9,,,16.0,7.6,4.7,,,,ketone,,,methyl n-propyl ketone,Methyl n-Propyl Ketone,,,0.7,hsp_solvents_2,
Methyl Nitrate,598-58-3,,,15.8,14.0,4.8,,,,nitro,Organic oxoanionic compounds,Organic nitrates,methyl nitrate,Methyl Nitrate,,,0.7,hsp_solvents_2,
Methyl Oleate,112-62-9,,,16.2,3.8,4.5,,,,ester,Fatty Acyls,Fatty acid esters,methyl oleate,Methyl Oleate,,,0.7,hsp_solvents_2,
Methyl Phenyl Sulfide,100-68-5,,,19.6,4.8,4.7,,,,aromatic,Thioethers,Aryl thioethers,methyl phenyl sulfide,Methyl Phenyl Sulfide,,,0.7,hsp_solvents_2,
Methyl Phenyl Sulfone (Uncertain),3112-85-4,,,20.0,16.9,7.8,,,,sulfoxide,Benzene and substituted derivatives,Benzenesulfonyl compounds,methyl phenyl sulfone (uncertain),Methyl Phenyl Sulfone (Uncertain),,,0.7,hsp_solvents_2,
Methyl Phosphonic Difluoride,676-99-3,,,14.0,14.0,8.4,,,,inorganic,Organic phosphonic acids and derivatives,,methyl phosphonic difluoride,Methyl Phosphonic Difluoride,,,0.7,hsp_solvents_2,
Methyl Propionate,554-12-1,,,15.5,6.5,7.7,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,methyl propionate,Methyl Propionate,,,0.7,hsp_solvents_2,
Methyl Riboside,,,,17.0,12.0,32.8,,,,other,,,methyl riboside,Methyl Riboside,,,0.7,hsp_solvents_2,
Methyl Salicylate,119-36-8,,,18.1,8.0,13.9,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,methyl salicylate,Methyl Salicylate,,,0.7,hsp_solvents_2,
Methyl Silane,992-94-9,,,15.5,3.3,0.0,,,,inorganic,,,methyl silane,Methyl Silane,,,0.7,hsp_solvents_2,
Methyl Sulfolane,872-93-5,,,19.0,17.4,5.3,,,,sulfoxide,Thiolanes,,methyl sulfolane,Methyl Sulfolane,,,0.7,hsp_solvents_2,
Methyl Thiocyanate,556-64-9,,,17.3,15.0,6.0,,,,sulfur compound,Thiocyanates,,methyl thiocyanate,Methyl Thiocyanate,,,0.7,hsp_solvents_2,
Methyl Vinyl Ether,107-25-5,,,14.9,5.3,6.3,,,,ether,Organooxygen compounds,,methyl vinyl ether,Methyl Vinyl Ether,,,0.7,hsp_solvents_2,
Methyl Vinyl Ketone,78-94-4,,,15.6,12.5,5.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,methyl vinyl ketone,Methyl Vinyl Ketone,,,0.7,hsp_solvents_2,
Methyl Vinyl Sulfide,1822-74-8,,,16.4,4.9,6.0,,,,sulfur compound,Thioethers,Thioenol ethers,methyl vinyl sulfide,Methyl Vinyl Sulfide,,,0.7,hsp_solvents_2,
Methyl Vinyl Sulfone,3680-02-02 00:00:00,,,16.8,19.6,4.8,,,,sulfoxide,,,methyl vinyl sulfone,Methyl Vinyl Sulfone,,,0.7,hsp_solvents_2,
Methyl-1-Propynyl Ether,13169-01-2,,,15.7,6.3,5.9,,,,ether,Organooxygen compounds,,methyl-1-propynyl ether,Methyl-1-Propynyl Ether,,,0.7,hsp_solvents_2,
Methyl-4-Toluenesulfonate,80-48-8,,,19.6,15.3,3.8,,,,sulfur compound,Benzene and substituted derivatives,Benzenesulfonic acids and derivatives,methyl-4-toluenesulfonate,Methyl-4-Toluenesulfonate,,,0.7,hsp_solvents_2,
Methyl-p-Toluate,99-75-2,,,19.0,6.5,3.8,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,methyl-p-toluate,Methyl-p-Toluate,,,0.7,hsp_solvents_2,
Methyl-t-Butyl Ether,1634-04-4,,,14.8,4.3,5.0,,,,ether,,,methyl-t-butyl ether,Methyl-t-Butyl Ether,,,0.7,hsp_solvents_2,
Methylal (Dimethoxy Methane),109-87-5,,,15.0,1.8,8.6,,,,ether,Organooxygen compounds,Ethers,methylal (dimethoxy methane),Methylal (Dimethoxy Methane),,,0.7,hsp_solvents_2,
Methylene Dichloride (Dichloromethane),75-09-2,,,17.0,7.3,7.1,,,,halogenated,Alkyl halides,Halomethanes,methylene dichloride (dichloromethane),Methylene Dichloride (Dichloromethane),DCM,,0.7,hsp_solvents_2,
Methylene Diiodide (Diiodomethane),75-11-6,,,22.0,3.9,5.5,,,,halogenated,,,methylene diiodide (diiodomethane),Methylene Diiodide (Diiodomethane),,,0.7,hsp_solvents_2,
Morpholine,110-91-8,,,18.0,4.9,11.0,,,,amine,Oxazinanes,Morpholines,morpholine,Morpholine,,,0.7,hsp_solvents_2,
"N,N,N,N-Tetramethylthiourea",2782-91-4,,,17.3,6.0,10.5,,,,amide,Thioureas,,"n,n,n,n-tetramethylthiourea","N,N,N,N-Tetramethylthiourea",,,0.7,hsp_solvents_2,
"N,N-Dibutyl Formamide",761-65-9,,,15.5,8.9,6.2,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,"n,n-dibutyl formamide","N,N-Dibutyl Formamide",,,0.7,hsp_solvents_2,
"N,N-Dichloroethyl Amine",334-22-5,,,16.8,7.6,7.7,,,,amine,,,"n,n-dichloroethyl amine","N,N-Dichloroethyl Amine",,,0.7,hsp_solvents_2,
"N,N-Dichloromethyl Amine",7651-91-4,,,16.5,7.5,8.0,,,,amine,Organonitrogen compounds,,"n,n-dichloromethyl amine","N,N-Dichloromethyl Amine",,,0.7,hsp_solvents_2,
"N,N-Diethyl Acetamide",685-91-6,,,16.4,11.3,7.5,,,,amide,,,"n,n-diethyl acetamide","N,N-Diethyl Acetamide",,,0.7,hsp_solvents_2,
"N,N-Diethyl Formamide",617-84-5,,,16.4,11.4,9.2,,,,amide,,,"n,n-diethyl formamide","N,N-Diethyl Formamide",,,0.7,hsp_solvents_2,
"N,N-Dimethyl Acetamide",127-19-5,,,16.8,11.5,9.4,,,,amide,,,"n,n-dimethyl acetamide","N,N-Dimethyl Acetamide",,,0.7,hsp_solvents_2,
"N,N-Dimethyl Butyramide",760-79-2,,,16.4,10.6,7.4,,,,amide,Fatty Acyls,Fatty amides,"n,n-dimethyl butyramide","N,N-Dimethyl Butyramide",,,0.7,hsp_solvents_2,
N-(2-Hydroxyethyl)-2-Pyrrolidone,3445-11-02 00:00:00,,,18.0,9.2,15.7,,,,amide,,,n-(2-hydroxyethyl)-2-pyrrolidone,N-(2-Hydroxyethyl)-2-Pyrrolidone,,,0.7,hsp_solvents_2,
N-Acetyl Caprolactam,1888-91-1,,,18.9,8.7,4.8,,,,amide,,,n-acetyl caprolactam,N-Acetyl Caprolactam,,,0.7,hsp_solvents_2,
N-Acetyl Piperidine,618-42-8,,,18.5,10.0,6.5,,,,amine,Piperidines,N-acylpiperidines,n-acetyl piperidine,N-Acetyl Piperidine,,,0.7,hsp_solvents_2,
N-Acetyl Pyrrolidone,932-17-2,,,17.8,13.1,8.3,,,,amide,Pyrrolidines,N-acylpyrrolidines,n-acetyl pyrrolidone,N-Acetyl Pyrrolidone,,,0.7,hsp_solvents_2,
N-Acetylmorpholine,1696-20-4,,,18.3,9.8,7.8,,,,amine,,,n-acetylmorpholine,N-Acetylmorpholine,,,0.7,hsp_solvents_2,
N-Benzyl Pyrrolidone,5291-77-0,,,18.2,6.1,5.6,,,,amide,Benzene and substituted derivatives,,n-benzyl pyrrolidone,N-Benzyl Pyrrolidone,,,0.7,hsp_solvents_2,
n-Butyl Acetate,123-86-4,,,15.8,3.7,6.3,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-butyl acetate,n-Butyl Acetate,BuOAc; BA,,0.7,hsp_solvents_2,
n-Butyl Aceto Acetate,591-60-6,,,16.6,5.8,7.3,,,,ester,,,n-butyl aceto acetate,n-Butyl Aceto Acetate,,,0.7,hsp_solvents_2,
n-Butyl Acrylate,141-32-2,,,15.6,6.2,4.9,,,,ester,Carboxylic acids and derivatives,Acrylic acids and derivatives,n-butyl acrylate,n-Butyl Acrylate,,,0.7,hsp_solvents_2,
n-Butyl Amine,109-73-9,,,16.2,4.5,8.0,,,,amine,Organonitrogen compounds,Amines,n-butyl amine,n-Butyl Amine,,,0.7,hsp_solvents_2,
n-Butyl Butyrate,109-21-7,,,15.6,2.9,5.6,,,,ester,,,n-butyl butyrate,n-Butyl Butyrate,,,0.7,hsp_solvents_2,
n-Butyl Cyclohexane,1678-93-9,,,16.2,0.0,0.6,,,,hydrocarbon,Saturated hydrocarbons,Cycloalkanes,n-butyl cyclohexane,n-Butyl Cyclohexane,,,0.7,hsp_solvents_2,
n-Butyl Cyclopentane,2040-95-1,,,16.4,0.0,1.0,,,,hydrocarbon,Saturated hydrocarbons,Cycloalkanes,n-butyl cyclopentane,n-Butyl Cyclopentane,,,0.7,hsp_solvents_2,
n-Butyl Methacrylate,97-88-1,,,15.4,5.9,5.2,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-butyl methacrylate,n-Butyl Methacrylate,,,0.7,hsp_solvents_2,
n-Butyl Propionate,590-01-2,,,15.7,5.5,5.9,,,,ester,,,n-butyl propionate,n-Butyl Propionate,,,0.7,hsp_solvents_2,
n-Butyl Salicylate,2052-14-4,,,17.9,4.8,11.7,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,n-butyl salicylate,n-Butyl Salicylate,,,0.7,hsp_solvents_2,
n-Butylbenzene,104-51-8,,,17.4,0.1,1.1,,,,aromatic,Benzene and substituted derivatives,,n-butylbenzene,n-Butylbenzene,,,0.7,hsp_solvents_2,
n-Butyramide,541-35-5,,,16.9,13.7,12.3,,,,amide,Fatty Acyls,Fatty amides,n-butyramide,n-Butyramide,,,0.7,hsp_solvents_2,
N-Chlorodimethylamine,1585-74-6,,,16.0,7.8,7.9,,,,amine,Organonitrogen compounds,,n-chlorodimethylamine,N-Chlorodimethylamine,,,0.7,hsp_solvents_2,
N-Cyclohexyl-2-Pyrrolidone,6837-24-7,,,18.2,6.8,6.5,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-cyclohexyl-2-pyrrolidone,N-Cyclohexyl-2-Pyrrolidone,,,0.7,hsp_solvents_2,
N-Ethyl Formamide,627-45-2,,,16.2,10.0,14.0,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-ethyl formamide,N-Ethyl Formamide,,,0.7,hsp_solvents_2,
N-Ethyl-2-Pyrrolidone,2687-91-4,,,18.0,12.0,7.0,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-ethyl-2-pyrrolidone,N-Ethyl-2-Pyrrolidone,,,0.7,hsp_solvents_2,
N-Formyl Hexamethylene Imine,25114-81-2,,,18.5,10.4,7.6,,,,amide,Azepanes,,n-formyl hexamethylene imine,N-Formyl Hexamethylene Imine,,,0.7,hsp_solvents_2,
N-Formyl Piperidine,2591-86-8,,,18.7,10.6,7.8,,,,amide,Piperidines,,n-formyl piperidine,N-Formyl Piperidine,,,0.7,hsp_solvents_2,
n-Heptyl Acetate,112-06-1,,,15.8,2.9,5.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-heptyl acetate,n-Heptyl Acetate,,,0.7,hsp_solvents_2,
N-Methyl Acetamide,79-16-3,,,16.9,17.0,13.0,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,n-methyl acetamide,N-Methyl Acetamide,,,0.7,hsp_solvents_2,
N-Methyl Formamide,123-39-7,,,17.4,18.8,15.9,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,n-methyl formamide,N-Methyl Formamide,,,0.7,hsp_solvents_2,
N-Methyl Morpholine-N-Oxide (App.),7529-22-8,,,19.0,16.1,10.2,,,,amine,Oxazinanes,Morpholines,n-methyl morpholine-n-oxide (app.),N-Methyl Morpholine-N-Oxide (App.),,,0.7,hsp_solvents_2,
N-Methyl Pyrrolidine,120-94-5,,,16.8,2.8,6.7,,,,amine,,,n-methyl pyrrolidine,N-Methyl Pyrrolidine,,,0.7,hsp_solvents_2,
N-Methyl-2-Pyrrolidone (NMP),872-50-4,,,18.0,12.3,7.2,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-methyl-2-pyrrolidone (nmp),N-Methyl-2-Pyrrolidone (NMP),NMP,,0.7,hsp_solvents_2,
N-Methylaniline,100-61-8,,,19.5,6.0,7.8,,,,amine,,,n-methylaniline,N-Methylaniline,,,0.7,hsp_solvents_2,
N-n-Butyl Pyrrolidone,3470-98-2,,,17.5,9.9,5.8,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-n-butyl pyrrolidone,N-n-Butyl Pyrrolidone,,,0.7,hsp_solvents_2,
n-Pentyl Propionate,624-54-4,,,15.8,5.2,5.7,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-pentyl propionate,n-Pentyl Propionate,,,0.7,hsp_solvents_2,
n-Propyl Acetate,109-60-4,,,15.3,4.3,7.6,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-propyl acetate,n-Propyl Acetate,,,0.7,hsp_solvents_2,
n-Propyl Nitrate,627-13-4,,,15.8,11.3,4.1,,,,nitro,,,n-propyl nitrate,n-Propyl Nitrate,,,0.7,hsp_solvents_2,
n-Propyl Propanoate,106-36-5,,,15.5,5.6,5.7,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-propyl propanoate,n-Propyl Propanoate,,,0.7,hsp_solvents_2,
n-Tetradecane,629-59-4,,,16.2,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,n-tetradecane,n-Tetradecane,,,0.7,hsp_solvents_2,
"Naphtha,High-Flash",8030-30-6,,,17.9,0.7,1.8,,,,hydrocarbon,,,"naphtha,high-flash","Naphtha,High-Flash",,,0.7,hsp_solvents_2,
Naphthalene,91-20-3,,,19.2,2.0,5.9,,,,aromatic,Naphthalenes,,naphthalene,Naphthalene,,,0.7,hsp_solvents_2,
Nicotine,54-11-5,,,18.5,7.8,6.5,,,,heterocyclic,Pyridines and derivatives,Pyrrolidinylpyridines,nicotine,Nicotine,,,0.7,hsp_solvents_2,
Nitric Acid,7697-37-2,,,13.5,18.0,18.6,,,,acid,Non-metal oxoanionic compounds,Non-metal nitrates,nitric acid,Nitric Acid,,,0.7,hsp_solvents_2,
Nitrobenzene,98-95-3,,,20.0,10.6,3.1,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,nitrobenzene,Nitrobenzene,,,0.7,hsp_solvents_2,
Nitroethane,79-24-3,,,16.0,15.5,4.5,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitroethane,Nitroethane,,,0.7,hsp_solvents_2,
Nitroethylene,3638-64-0,,,16.3,16.6,5.0,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitroethylene,Nitroethylene,,,0.7,hsp_solvents_2,
Nitroglycerin (Glyceryl Trinitrate),55-63-0,,,16.9,13.0,10.9,,,,nitro,Organic oxoanionic compounds,Organic nitrates,nitroglycerin (glyceryl trinitrate),Nitroglycerin (Glyceryl Trinitrate),,,0.7,hsp_solvents_2,
Nitromethane,75-52-5,,,15.8,18.8,6.1,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitromethane,Nitromethane,MeNO2,,0.7,hsp_solvents_2,
Nitrosobenzene,586-96-9,,,20.0,12.7,4.0,,,,nitro,Benzene and substituted derivatives,,nitrosobenzene,Nitrosobenzene,,,0.7,hsp_solvents_2,
Nonane,111-84-2,,,15.7,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,nonane,Nonane,,,0.7,hsp_solvents_2,
Nonyl Phenol,104-40-5,,,16.5,4.1,9.2,,,,alcohol,Phenols,1-hydroxy-2-unsubstituted benzenoids,nonyl phenol,Nonyl Phenol,,,0.7,hsp_solvents_2,
Nonyl Phenoxy Ethanol,27986-36-3,,,16.7,10.2,8.4,,,,alcohol,Phenol ethers,,nonyl phenoxy ethanol,Nonyl Phenoxy Ethanol,,,0.7,hsp_solvents_2,
Norephedrin,299-42-3,,,18.0,10.7,24.1,,,,other,,,norephedrin,Norephedrin,,,0.7,hsp_solvents_2,
o-Bromoanisole,578-57-4,,,19.8,8.4,6.7,,,,ether,Phenol ethers,Anisoles,o-bromoanisole,o-Bromoanisole,,,0.7,hsp_solvents_2,
o-Bromochlorobenzene,694-80-4,,,20.3,7.7,4.6,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-bromochlorobenzene,o-Bromochlorobenzene,,,0.7,hsp_solvents_2,
o-Bromostyrene,2039-88-5,,,19.5,5.2,5.3,,,,halogenated,Benzene and substituted derivatives,Styrenes,o-bromostyrene,o-Bromostyrene,,,0.7,hsp_solvents_2,
o-Bromotoluene,95-46-5,,,19.3,5.0,4.2,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-bromotoluene,o-Bromotoluene,,,0.7,hsp_solvents_2,
o-Chlorofluorobenzene,348-51-6,,,19.4,8.7,2.0,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-chlorofluorobenzene,o-Chlorofluorobenzene,,,0.7,hsp_solvents_2,
o-Chlorostyrene,2039-87-4,,,18.7,4.7,3.9,,,,halogenated,Benzene and substituted derivatives,Styrenes,o-chlorostyrene,o-Chlorostyrene,,,0.7,hsp_solvents_2,
o-Chlorothiophenol,6320-03-02 00:00:00,,,20.2,7.0,10.0,,,,alcohol,,,o-chlorothiophenol,o-Chlorothiophenol,,,0.7,hsp_solvents_2,
o-Chlorotoluene,95-49-8,,,19.0,4.9,2.3,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-chlorotoluene,o-Chlorotoluene,,,0.7,hsp_solvents_2,
o-Dibromobenzene,583-53-9,,,20.7,6.5,5.3,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-dibromobenzene,o-Dibromobenzene,,,0.7,hsp_solvents_2,
o-Dichlorobenzene,95-50-1,,,19.2,6.3,3.3,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-dichlorobenzene,o-Dichlorobenzene,,,0.7,hsp_solvents_2,
o-Difluorobenzene,367-11-3,,,18.0,9.0,1.0,,,,halogenated,,,o-difluorobenzene,o-Difluorobenzene,,,0.7,hsp_solvents_2,
o-Methoxyphenol (Guaiacol),90-05-1,,,18.0,7.0,12.0,,,,alcohol,,,o-methoxyphenol (guaiacol),o-Methoxyphenol (Guaiacol),,,0.7,hsp_solvents_2,
o-n-Butyltoluene,1595-11-5,,,17.6,0.1,1.0,,,,aromatic,,,o-n-butyltoluene,o-n-Butyltoluene,,,0.7,hsp_solvents_2,
Octadecane,593-45-3,,,16.4,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,octadecane,Octadecane,,,0.7,hsp_solvents_2,
Octamethylcyclotetrasiloxane,556-67-2,,,12.8,1.3,1.0,,,,inorganic,Organometalloid compounds,Organosilicon compounds,octamethylcyclotetrasiloxane,Octamethylcyclotetrasiloxane,,,0.7,hsp_solvents_2,
Octane,111-65-9,,,15.5,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,octane,Octane,,,0.7,hsp_solvents_2,
Octanoic Acid,124-07-2,,,15.7,3.3,8.2,,,,acid,Fatty Acyls,Fatty acids and conjugates,octanoic acid,Octanoic Acid,,,0.7,hsp_solvents_2,
Octyl Acetate,112-14-1,,,15.8,2.9,5.1,,,,ester,,,octyl acetate,Octyl Acetate,,,0.7,hsp_solvents_2,
Oleic Acid,112-80-1,,,16.0,2.8,6.2,,,,acid,,,oleic acid,Oleic Acid,,,0.7,hsp_solvents_2,
Oleyl Alcohol,143-28-2,,,16.5,2.6,8.0,,,,alcohol,Fatty Acyls,Fatty alcohols,oleyl alcohol,Oleyl Alcohol,,,0.7,hsp_solvents_2,
OS-10 (Hexamethyldisiloxane),107-46-0,,,12.6,2.0,0.0,,,,inorganic,Organometalloid compounds,Organosilicon compounds,os-10 (hexamethyldisiloxane),OS-10 (Hexamethyldisiloxane),,,0.7,hsp_solvents_2,
OS-20 (Octamethyltrisiloxane),107-51-7,,,12.2,1.8,0.0,,,,inorganic,Organometalloid compounds,Organosilicon compounds,os-20 (octamethyltrisiloxane),OS-20 (Octamethyltrisiloxane),,,0.7,hsp_solvents_2,
OS-30 (Decamethyltetrasiloxane),141-62-8,,,11.7,2.4,0.0,,,,inorganic,Organometalloid compounds,Organosilicon compounds,os-30 (decamethyltetrasiloxane),OS-30 (Decamethyltetrasiloxane),,,0.7,hsp_solvents_2,
Oxalic Acid,144-62-7,,,17.0,17.0,26.0,,,,acid,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,oxalic acid,Oxalic Acid,,,0.7,hsp_solvents_2,
Oxalylchloride,79-37-8,,,16.1,3.8,7.5,,,,halogenated,,,oxalylchloride,Oxalylchloride,,,0.7,hsp_solvents_2,
Oxetane (Trimethylene Oxide),503-30-0,,,16.7,10.0,5.4,,,,ether,,,oxetane (trimethylene oxide),Oxetane (Trimethylene Oxide),,,0.7,hsp_solvents_2,
Ozone,10028-15-6,,,19.8,4.2,0.0,,,,inorganic,Other non-metal organides,Other non-metal oxides,ozone,Ozone,,,0.7,hsp_solvents_2,
p-Anisidine (Methoxy Aniline),104-94-9,,,19.9,6.5,11.3,,,,amine,,,p-anisidine (methoxy aniline),p-Anisidine (Methoxy Aniline),,,0.7,hsp_solvents_2,
p-Bromobenzonitrile,623-00-7,,,20.4,9.3,5.8,,,,nitrile,,,p-bromobenzonitrile,p-Bromobenzonitrile,,,0.7,hsp_solvents_2,
p-Bromobenzoyl Chloride,586-75-4,,,20.2,6.5,5.5,,,,halogenated,,,p-bromobenzoyl chloride,p-Bromobenzoyl Chloride,,,0.7,hsp_solvents_2,
p-Bromonitrobenzene,586-78-7,,,20.9,9.9,5.9,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-bromonitrobenzene,p-Bromonitrobenzene,,,0.7,hsp_solvents_2,
p-Bromotoluene,106-38-7,,,19.3,6.8,4.1,,,,halogenated,,,p-bromotoluene,p-Bromotoluene,,,0.7,hsp_solvents_2,
p-Chloro Acetophenone,99-91-2,,,19.6,7.6,4.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,p-chloro acetophenone,p-Chloro Acetophenone,,,0.7,hsp_solvents_2,
p-Chlorobenzoyl Chloride,122-01-0,,,19.9,6.7,5.1,,,,halogenated,,,p-chlorobenzoyl chloride,p-Chlorobenzoyl Chloride,,,0.7,hsp_solvents_2,
p-Chloronitrobenzene,100-00-5,,,20.2,8.9,3.9,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-chloronitrobenzene,p-Chloronitrobenzene,,,0.7,hsp_solvents_2,
p-Chlorostyrene,1073-67-2,,,18.7,4.3,3.9,,,,halogenated,,,p-chlorostyrene,p-Chlorostyrene,,,0.7,hsp_solvents_2,
p-Chlorotoluene,106-43-4,,,19.1,6.2,2.6,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,p-chlorotoluene,p-Chlorotoluene,,,0.7,hsp_solvents_2,
p-Coumaryl Alcohol,3690-05-09 00:00:00,,,19.1,7.0,17.3,,,,alcohol,,,p-coumaryl alcohol,p-Coumaryl Alcohol,,,0.7,hsp_solvents_2,
p-Dichlorobenzene,106-46-7,,,19.7,5.6,2.7,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,p-dichlorobenzene,p-Dichlorobenzene,,,0.7,hsp_solvents_2,
p-Diethyl Benzene,105-05-5,,,18.0,0.0,0.6,,,,aromatic,Benzene and substituted derivatives,,p-diethyl benzene,p-Diethyl Benzene,,,0.7,hsp_solvents_2,
p-Divinyl Benzene,105-06-6,,,18.6,1.0,7.0,,,,aromatic,Benzene and substituted derivatives,Styrenes,p-divinyl benzene,p-Divinyl Benzene,,,0.7,hsp_solvents_2,
p-Fluoroanisole,459-60-9,,,18.7,7.3,6.7,,,,ether,Phenol ethers,Anisoles,p-fluoroanisole,p-Fluoroanisole,,,0.7,hsp_solvents_2,
p-n-Butyltoluene,1595-05-7,,,17.4,0.1,1.0,,,,aromatic,,,p-n-butyltoluene,p-n-Butyltoluene,,,0.7,hsp_solvents_2,
p-Nitro Toluene,99-99-0,,,19.5,11.0,3.6,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-nitro toluene,p-Nitro Toluene,,,0.7,hsp_solvents_2,
Paracetamol,103-90-2,,,17.8,10.5,13.9,,,,amide,Phenols,1-hydroxy-2-unsubstituted benzenoids,paracetamol,Paracetamol,,,0.7,hsp_solvents_2,
Paraldehyde,123-63-7,,,16.0,5.0,6.0,,,,aldehyde,Trioxanes,,paraldehyde,Paraldehyde,,,0.7,hsp_solvents_2,
Paraquat,4685-14-7,,,19.5,8.8,5.9,,,,other,Pyridines and derivatives,Bipyridines and oligopyridines,paraquat,Paraquat,,,0.7,hsp_solvents_2,
Pentachloro Ethane,76-01-7,,,18.2,3.2,2.4,,,,halogenated,,,pentachloro ethane,Pentachloro Ethane,,,0.7,hsp_solvents_2,
Pentachlorocyclopropane,6262-51-7,,,18.5,10.5,3.7,,,,halogenated,Organochlorides,,pentachlorocyclopropane,Pentachlorocyclopropane,,,0.7,hsp_solvents_2,
Pentachlorophenol,87-86-5,,,21.5,6.9,12.8,,,,alcohol,Phenols,Halophenols,pentachlorophenol,Pentachlorophenol,,,0.7,hsp_solvents_2,
Pentafluorobenzophenone,652-29-9,,,19.3,8.1,5.4,,,,ketone,,,pentafluorobenzophenone,Pentafluorobenzophenone,,,0.7,hsp_solvents_2,
Pentanal (Valeraldehyde),110-62-3,,,15.7,9.4,5.8,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,pentanal (valeraldehyde),Pentanal (Valeraldehyde),,,0.7,hsp_solvents_2,
Pentane,109-66-0,,,14.5,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,pentane,Pentane,,,0.7,hsp_solvents_2,
Pentanoic Acid,109-52-4,,,15.0,4.1,10.3,,,,acid,Fatty Acyls,Fatty acids and conjugates,pentanoic acid,Pentanoic Acid,,,0.7,hsp_solvents_2,
