name_iupac,name_common,name_acronyms,cas,mol_formula,smiles,dD,dP,dH,radius,mw,bp_c,density_g_ml,cf_class,cf_subclass,ghs_hazard,processing_notes
formaldehyde,Formaldehyde,,50-00-0,,,12.8,14.4,15.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 50-00-0 from HSPiP source
formamide,Formamide,,75-12-7,,,17.2,26.2,19,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 75-12-7 from HSPiP source
formic acid,Formic Acid,FA,64-18-6,,,14.6,10,14,,,,,Carboxylic acids and derivatives,Carboxylic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [NAME] Acronyms: FA | [CAS] CAS 64-18-6 from HSPiP source
formyl fluoride,Formyl Fluoride,,1493-02-3,,,15,10.1,8.6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 1493-02-3 from HSPiP source
fumaronitrile,Fumaronitrile,,764-42-1,,,16.7,13.6,7.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 764-42-1 from HSPiP source
furan,Furan,,110-00-9,,,17,1.8,5.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 110-00-9 from HSPiP source
furfural,Furfural,,98-01-1,,,18.6,14.9,5.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 98-01-1 from HSPiP source
furfuryl alcohol,Furfuryl Alcohol,,98-00-0,,,17.4,7.6,15.1,,,,,Heteroaromatic compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Heteroaromatic compounds | [CAS] CAS 98-00-0 from HSPiP source
glycerol,Glycerol,,56-81-5,,,17.4,11.3,27.2,,,,,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 56-81-5 from HSPiP source
glycerol carbonate,Glycerol Carbonate,,931-40-8,,,17.9,25.5,17.4,,,,,Organic carbonic acids and derivatives,Carbonic acid diesters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [CAS] CAS 931-40-8 from HSPiP source
glycerol carbonate acetate,Glycerol Carbonate Acetate,,1607-31-4,,,17.1,14.7,9.2,,,,,Organic carbonic acids and derivatives,Carbonic acid diesters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [CAS] CAS 1607-31-4 from HSPiP source
glycerol carbonate ethyl ether,Glycerol Carbonate Ethyl Ether,,307949-19-5,,,16.8,18.5,8.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 307949-19-5 from HSPiP source
glycerol diacetate,Glycerol Diacetate,,NA,,,16.4,8.9,14.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
glycerol formal,Glycerol Formal,,4740-78-7 5464-28-8,,,18.4,10.6,16.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 4740-78-7 5464-28-8 from HSPiP source
glycerol triacetate,Glycerol Triacetate,,102-76-1,,,16.5,4.5,9.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 102-76-1 from HSPiP source
glycerol tributyrate,Glycerol Tributyrate,,60-01-5,,,16.3,2.5,7,,,,,Glycerolipids,Triradylcglycerols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Glycerolipids | [CAS] CAS 60-01-5 from HSPiP source
glycerol trioleate,Glycerol Trioleate,,122-32-7,,,16,3.8,3.2,,,,,Glycerolipids,Triradylcglycerols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Glycerolipids | [CAS] CAS 122-32-7 from HSPiP source
glycidol,Glycidol,,556-52-5,,,18.2,9,17.9,,,,,Epoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Epoxides | [CAS] CAS 556-52-5 from HSPiP source
glycidyl methacrylate,Glycidyl Methacrylate,,106-91-2,,,16.3,8.5,5.7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 106-91-2 from HSPiP source
glyoxal (ethandial),Glyoxal (Ethandial),,107-22-2,,,15,17,13.3,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 107-22-2 from HSPiP source
hcfc 141b,HCFC 141b,,1717-00-6,,,15.7,4,1,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 1717-00-6 from HSPiP source
hcfc 225ca,HCFC 225ca,,422-56-0,,,14.9,3.5,1,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 422-56-0 from HSPiP source
hcfc 225cb,HCFC 225cb,,507-55-1,,,13.1,2.9,1,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 507-55-1 from HSPiP source
hcfc 253eb,HCFC 253eb,,460-35-5,,,14.6,7.3,1,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 460-35-5 from HSPiP source
hcfc-225ca:cb (45:55),HCFC-225ca:cb (45:55),,NA,,,14.1,3.2,1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
hcfc123,HCFC123,,306-83-2,,,15,5.4,1,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 306-83-2 from HSPiP source
hexachloroacetone,Hexachloroacetone,,116-16-5,,,18.3,3,3,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 116-16-5 from HSPiP source
hexafluoro isopropanol,Hexafluoro Isopropanol,IPA,920-66-1,,,17.2,4.5,14.7,,,,,Halohydrins,Fluorohydrins,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Halohydrins | [NAME] Acronyms: IPA | [CAS] CAS 920-66-1 from HSPiP source
hexafluorohexanol,Hexafluorohexanol,,NA,,,15.1,4.4,9.9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
hexamethylenetetramine,Hexamethylenetetramine,,100-97-0,,,19.4,7,16,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 100-97-0 from HSPiP source
hexamethylphosphoramide,Hexamethylphosphoramide,HMPA,680-31-9,,,18.5,11.6,8.7,,,,,Organic phosphoric acids and derivatives,Organic phosphoramides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic phosphoric acids and derivatives | [NAME] Acronyms: HMPA | [CAS] CAS 680-31-9 from HSPiP source
hexanal,Hexanal,,66-25-1,,,15.8,8.4,5.3,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 66-25-1 from HSPiP source
"hexane 1,6 diol","Hexane 1,6 Diol",,629-11-8,,,15.7,8.4,17.8,,,,,Fatty Acyls,Fatty alcohols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 629-11-8 from HSPiP source
hexanoic acid,Hexanoic Acid,,142-62-1,,,16.3,4.2,11.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 142-62-1 from HSPiP source
hexyl acetate,Hexyl Acetate,,142-92-7,,,15.8,2.9,5.9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 142-92-7 from HSPiP source
hexylene glycol diacetate,Hexylene Glycol Diacetate,,6222-17-9,,,15.3,4.5,7.2,,,,,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 6222-17-9 from HSPiP source
hfe 7000,HFE 7000,,375-03-1,,,13,4.2,1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 375-03-1 from HSPiP source
hfe 7100,HFE 7100,,163702-07-6,,,13.7,2.2,1,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 163702-07-6 from HSPiP source
hfe 7500,HFE 7500,,297730-93-9,,,13.3,2,1,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 297730-93-9 from HSPiP source
hfe 8200,HFE 8200,,NA,,,13,4,1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
hydrazine,Hydrazine,,302-01-2,,,14.2,8.3,8.9,,,,,Homogeneous other non-metal compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Homogeneous other non-metal compounds | [CAS] CAS 302-01-2 from HSPiP source
hydrogen cyanide,Hydrogen Cyanide,,74-90-8,,,12.3,17.6,9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 74-90-8 from HSPiP source
hydrogen peroxide,Hydrogen Peroxide,,7722-84-1,,,15.5,12.2,42.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 7722-84-1 from HSPiP source
hydrogen sulfide,Hydrogen Sulfide,,7783-06-04 00:00:00,,,17.9,6,10.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 7783-06-04 00:00:00 from HSPiP source
hydroxyethyl acrylate,Hydroxyethyl Acrylate,,818-61-1,,,16,13.2,13.4,,,,,Carboxylic acids and derivatives,Acrylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 818-61-1 from HSPiP source
indene,Indene,,95-13-6,,,18.7,2.6,9,,,,,Indenes and isoindenes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Indenes and isoindenes | [CAS] CAS 95-13-6 from HSPiP source
indole,Indole,,120-72-9,,,20.5,7.5,6.5,,,,,Indoles and derivatives,Indoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Indoles and derivatives | [CAS] CAS 120-72-9 from HSPiP source
iodobenzene,Iodobenzene,,591-50-4,,,19.9,5.6,6.1,,,,,Benzene and substituted derivatives,Halobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 591-50-4 from HSPiP source
iodoform,Iodoform,,75-47-8,,,20.2,3.6,10.6,,,,,Alkyl halides,Halomethanes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Alkyl halides | [CAS] CAS 75-47-8 from HSPiP source
iodoprene,Iodoprene,,19221-28-4,,,17.2,2.5,6.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 19221-28-4 from HSPiP source
isoamyl acetate,Isoamyl Acetate,,123-92-2,,,15.3,3.1,7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 123-92-2 from HSPiP source
isoamyl alcohol (3-methyl-1-butanol),Isoamyl Alcohol (3-Methyl-1-Butanol),,123-51-3,,,15.8,5.2,13.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 123-51-3 from HSPiP source
isoamyl propionate,Isoamyl Propionate,,105-68-0,,,15.7,5.2,5.6,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 105-68-0 from HSPiP source
isobutyl acetate,Isobutyl Acetate,,110-19-0,,,15.1,3.7,6.3,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 110-19-0 from HSPiP source
isobutyl acrylate,Isobutyl Acrylate,,106-63-8,,,15.5,6.2,5,,,,,Carboxylic acids and derivatives,Acrylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 106-63-8 from HSPiP source
isobutyl alcohol,Isobutyl Alcohol,,78-83-1,,,15.1,5.7,15.9,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 78-83-1 from HSPiP source
isobutyl formate,Isobutyl Formate,,542-55-2,,,15.5,6.5,6.7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 542-55-2 from HSPiP source
isobutyl isobutyrate,Isobutyl Isobutyrate,,97-85-8,,,15.1,2.8,5.8,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 97-85-8 from HSPiP source
isobutyl sulfoxide,Isobutyl Sulfoxide,,3085-40-3,,,16.3,10.5,6.1,,,,,Sulfoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Sulfoxides | [CAS] CAS 3085-40-3 from HSPiP source
isobutylene,Isobutylene,,115-11-7,,,14.5,2,1.5,,,,,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 115-11-7 from HSPiP source
isobutyleneoxide,Isobutyleneoxide,,558-30-5,,,16.1,4.8,5.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 558-30-5 from HSPiP source
isobutyric acid,Isobutyric Acid,,79-31-2,,,15.7,5.4,10.5,,,,,Carboxylic acids and derivatives,Carboxylic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 79-31-2 from HSPiP source
isocyanic acid,Isocyanic Acid,,75-13-8,,,15.8,10.5,13.6,,,,,Organooxygen compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 75-13-8 from HSPiP source
isooctyl alcohol,Isooctyl Alcohol,,26952-21-6,,,14.4,7.3,12.9,,,,,Fatty Acyls,Fatty alcohols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 26952-21-6 from HSPiP source
isophorone,Isophorone,,78-59-1,,,17,8,5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 78-59-1 from HSPiP source
"isoprene (2-methyl-1,3-butadiene)","Isoprene (2-Methyl-1,3-Butadiene)",,78-79-5,,,14.7,1.4,4.1,,,,,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 78-79-5 from HSPiP source
isopropyl acetate,Isopropyl Acetate,iPrOAc,108-21-4,,,14.9,4.5,8.2,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [NAME] Acronyms: iPrOAc | [CAS] CAS 108-21-4 from HSPiP source
isopropyl amine (2-propan amine),Isopropyl Amine (2-Propan Amine),,75-31-0,,,14.8,4.4,6.6,,,,,Organonitrogen compounds,Amines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 75-31-0 from HSPiP source
isopropyl benzene (cumene),Isopropyl Benzene (Cumene),,98-82-8,,,18.1,1.2,1.2,,,,,Benzene and substituted derivatives,Cumenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 98-82-8 from HSPiP source
isopropyl chloride (2-chloro propane),Isopropyl Chloride (2-Chloro Propane),,75-29-6,,,15,8,2,,,,,Organochlorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organochlorides | [CAS] CAS 75-29-6 from HSPiP source
isopropyl ether,Isopropyl Ether,,108-20-3,,,15.1,3.2,3.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 108-20-3 from HSPiP source
isopropyl palmitate,Isopropyl Palmitate,,142-91-6,,,16.2,3.9,3.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 142-91-6 from HSPiP source
isovaleraldehyde,Isovaleraldehyde,,590-86-3,,,14.7,9.5,5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 590-86-3 from HSPiP source
isovaleric acid,Isovaleric Acid,,503-74-2,,,16.4,4.1,10.7,,,,,Fatty Acyls,Fatty acids and conjugates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 503-74-2 from HSPiP source
isoxazole,Isoxazole,,288-14-2,,,18.8,13.4,11.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 288-14-2 from HSPiP source
ketene,Ketene,,463-51-4,,,15.4,7.3,5.8,,,,,Organooxygen compounds,Ketenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 463-51-4 from HSPiP source
